Disease,Description,Medication,Diet,workout,Precaution_1,Precaution_2,Precaution_3,Precaution_4,Symptoms,Information
Bệnh sốt rét,Sốt rét là một bệnh truyền nhiễm do muỗi truyền ảnh hưởng đến con người và các động vật khác.,"['Thuốc chống sốt rét', 'Antipyretic', 'Thuốc chống đối', 'Chất lỏng IV', 'truyền máu']]]]","['Chế độ ăn uống sốt rét', 'Hydration', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'Giải pháp bù nước đường uống']]]",Tránh rượu và caffeine,Tham khảo ý kiến ​​bệnh viện gần nhất,Tránh thức ăn nhờn,Tránh thức ăn không rau,Giữ muỗi ra,"Viêm thắt cổ tử cung, Back_Pain, yếu_in_limbs, Neck_Pain, Loss_of_Balance","Bệnh: sốt rét, triệu chứng: Viêm cổ tử cung, BACK_PAIN, yếu_in_limbs, Neck_Pain, Loss_of_Balance, Thuốc: ['Thuốc chống sốt rét', 'Antipyretic', 'Thuốc chống đối' Chế độ ăn uống ',' Hydration ',' Chế độ ăn kiêng calo cao ',' thực phẩm mềm và nhạt nhẽo ',' Giải pháp bù nước đường uống ']]]]"
Bệnh sốt rét,Sốt rét là một bệnh truyền nhiễm do muỗi truyền ảnh hưởng đến con người và các động vật khác.,"['Thuốc chống sốt rét', 'Antipyretic', 'Thuốc chống đối', 'Chất lỏng IV', 'truyền máu']]]]","['Chế độ ăn uống sốt rét', 'Hydration', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'Giải pháp bù nước đường uống']]]",Bao gồm thực phẩm giàu vitamin C,Tham khảo ý kiến ​​bệnh viện gần nhất,Tránh thức ăn nhờn,Tránh thức ăn không rau,Giữ muỗi ra,"Bệnh cột sống cổ tử cung, Back_Pain, yếu_in_limbs, cổ_pain, chóng mặt","Bệnh: Sốt rét, triệu chứng: Viêm cổ tử cung, Back_Pain, yếu_in_limbs, cổ Chế độ ăn uống ',' Hydration ',' Chế độ ăn kiêng calo cao ',' thực phẩm mềm và nhạt nhẽo ',' Giải pháp bù nước đường uống ']]]]"
Bệnh sốt rét,Sốt rét là một bệnh truyền nhiễm do muỗi truyền ảnh hưởng đến con người và các động vật khác.,"['Thuốc chống sốt rét', 'Antipyretic', 'Thuốc chống đối', 'Chất lỏng IV', 'truyền máu']]]]","['Chế độ ăn uống sốt rét', 'Hydration', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'Giải pháp bù nước đường uống']]]",Tham khảo ý kiến ​​chuyên gia chăm sóc sức khỏe,Tham khảo ý kiến ​​bệnh viện gần nhất,Tránh thức ăn nhờn,Tránh thức ăn không rau,Giữ muỗi ra,"Bệnh cột sống cổ tử cung, Back_Pain, yếu_in_limbs, cổ_pain, chóng mặt","Bệnh: Sốt rét, triệu chứng: Viêm cổ tử cung, Back_Pain, yếu_in_limbs, cổ Chế độ ăn uống ',' Hydration ',' Chế độ ăn kiêng calo cao ',' thực phẩm mềm và nhạt nhẽo ',' Giải pháp bù nước đường uống ']]]]"
Bệnh sốt rét,Sốt rét là một bệnh truyền nhiễm do muỗi truyền ảnh hưởng đến con người và các động vật khác.,"['Thuốc chống sốt rét', 'Antipyretic', 'Thuốc chống đối', 'Chất lỏng IV', 'truyền máu']]]]","['Chế độ ăn uống sốt rét', 'Hydration', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'Giải pháp bù nước đường uống']]]",Nghỉ ngơi và bảo tồn năng lượng,Tham khảo ý kiến ​​bệnh viện gần nhất,Tránh thức ăn nhờn,Tránh thức ăn không rau,Giữ muỗi ra,"Bệnh cột sống cổ tử cung, yếu_in_limbs, cổ_pain, chóng mặt, mất_of_balance","Bệnh: Sốt rét, triệu chứng: Viêm cổ tử cung, yếu_in_limbs, cổ_pain, chóng mặt, mất_of_balance, thuốc: Chế độ ăn uống ',' Hydration ',' Chế độ ăn kiêng calo cao ',' thực phẩm mềm và nhạt nhẽo ',' Giải pháp bù nước đường uống ']]]]"
Bệnh sốt rét,Sốt rét là một bệnh truyền nhiễm do muỗi truyền ảnh hưởng đến con người và các động vật khác.,"['Thuốc chống sốt rét', 'Antipyretic', 'Thuốc chống đối', 'Chất lỏng IV', 'truyền máu']]]]","['Chế độ ăn uống sốt rét', 'Hydration', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'Giải pháp bù nước đường uống']]]",Dần dần tiếp tục chế độ ăn uống bình thường,Tham khảo ý kiến ​​bệnh viện gần nhất,Tránh thức ăn nhờn,Tránh thức ăn không rau,Giữ muỗi ra,"Bệnh cột sống cổ tử cung, Back_Pain, Neck_Pain, Fulzziness, Lose_of_Balance","Bệnh: sốt rét, triệu chứng: bệnh cột sống cổ tử cung, BACK_PAIN, NECT_PAIN, SPLIZENTY, LOET_OF_BALANCE, MEDICATION: ['Thuốc chống sốt rét', 'Antipyretic', 'Thuốc chống ung thư', 'Chất lỏng IV', ' Chế độ ăn uống ',' Hydration ',' Chế độ ăn kiêng calo cao ',' thực phẩm mềm và nhạt nhẽo ',' Giải pháp bù nước đường uống ']]]]"
Thủy đậu,Bệnh thủy đậu là một bệnh nhiễm virus rất dễ lây lan gây ra phát ban ngứa.,"['Thuốc kháng vi -rút', 'thuốc giảm đau', 'Chất lỏng IV', 'truyền máu', 'truyền tiểu cầu']]]]","['Chế độ ăn kiêng thủy đậu', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]]",Giữ nước,Sử dụng neem trong tắm,tiêu thụ lá neem,Lấy vắc -xin,Tránh những nơi công cộng,"Tê liệt (xuất huyết não), nôn mửa, đau đầu, yếu_of_one_body_side, thay đổi_sensorium","Bệnh: Bệnh thủy đậu, triệu chứng: tê liệt (xuất huyết não), nôn mửa, đau đầu, yếu_of_one_body_side, thay đổi_sensorium, thuốc: ['thuốc chống vi -rút', 'thuốc giảm đau', 'IV fluids' Chế độ ăn kiêng: ['Chế độ ăn kiêng thủy đậu', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]"
Thủy đậu,Bệnh thủy đậu là một bệnh nhiễm virus rất dễ lây lan gây ra phát ban ngứa.,"['Thuốc kháng vi -rút', 'thuốc giảm đau', 'Chất lỏng IV', 'truyền máu', 'truyền tiểu cầu']]]]","['Chế độ ăn kiêng thủy đậu', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]]",Bao gồm thực phẩm dễ tiêu hóa,Sử dụng neem trong tắm,tiêu thụ lá neem,Lấy vắc -xin,Tránh những nơi công cộng,"Tê liệt (xuất huyết não), nôn mửa, đau đầu, yếu_of_one_body_side, thay đổi_sensorium","Bệnh: Bệnh thủy đậu, triệu chứng: tê liệt (xuất huyết não), nôn mửa, đau đầu, yếu_of_one_body_side, thay đổi_sensorium, thuốc: ['thuốc chống vi -rút', 'thuốc giảm đau', 'IV fluids' Chế độ ăn kiêng: ['Chế độ ăn kiêng thủy đậu', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]"
Thủy đậu,Bệnh thủy đậu là một bệnh nhiễm virus rất dễ lây lan gây ra phát ban ngứa.,"['Thuốc kháng vi -rút', 'thuốc giảm đau', 'Chất lỏng IV', 'truyền máu', 'truyền tiểu cầu']]]]","['Chế độ ăn kiêng thủy đậu', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]]",Bao gồm thực phẩm giàu vitamin C,Sử dụng neem trong tắm,tiêu thụ lá neem,Lấy vắc -xin,Tránh những nơi công cộng,"Tê liệt (xuất huyết não), đau đầu, yếu_of_one_body_side, thay đổi_sensorium","Bệnh: Bệnh thủy đậu, triệu chứng: tê liệt (xuất huyết não), đau đầu, yếu_of_one_body_side, thay đổi_sensorium, thuốc: ['thuốc kháng vi -rút', 'thuốc giảm đau', 'IV chất lỏng', 'truyền máu', ' ['Chế độ ăn kiêng thủy đậu', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]]"
Thủy đậu,Bệnh thủy đậu là một bệnh nhiễm virus rất dễ lây lan gây ra phát ban ngứa.,"['Thuốc kháng vi -rút', 'thuốc giảm đau', 'Chất lỏng IV', 'truyền máu', 'truyền tiểu cầu']]]]","['Chế độ ăn kiêng thủy đậu', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]]",Tiêu thụ thực phẩm giàu protein,Sử dụng neem trong tắm,tiêu thụ lá neem,Lấy vắc -xin,Tránh những nơi công cộng,"Tê liệt (xuất huyết não), nôn mửa, yếu_of_one_body_side, thay đổi_sensorium","Bệnh: Bệnh thủy đậu, triệu chứng: tê liệt (xuất huyết não), nôn mửa, yếu_of_one_body_side, thay đổi_sensorium, thuốc: ['thuốc chống vi -rút', 'thuốc giảm đau', 'IV dịch', ' ['Chế độ ăn kiêng thủy đậu', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]]"
Thủy đậu,Bệnh thủy đậu là một bệnh nhiễm virus rất dễ lây lan gây ra phát ban ngứa.,"['Thuốc kháng vi -rút', 'thuốc giảm đau', 'Chất lỏng IV', 'truyền máu', 'truyền tiểu cầu']]]]","['Chế độ ăn kiêng thủy đậu', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]]",Bao gồm thực phẩm giàu kẽm,Sử dụng neem trong tắm,tiêu thụ lá neem,Lấy vắc -xin,Tránh những nơi công cộng,"Tê liệt (xuất huyết não), nôn mửa, đau đầu, thay đổi_sensorium","Bệnh: Bệnh thủy đậu, triệu chứng: tê liệt (xuất huyết não), nôn mửa, đau đầu, thay đổi_sensorium, thuốc: ['Thuốc chống vi -rút', 'thuốc giảm đau', 'IV Fluids', 'truyền máu', 'Truyền tiểu cầu'] ['Chế độ ăn kiêng thủy đậu', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]]"
Thủy đậu,Bệnh thủy đậu là một bệnh nhiễm virus rất dễ lây lan gây ra phát ban ngứa.,"['Thuốc kháng vi -rút', 'thuốc giảm đau', 'Chất lỏng IV', 'truyền máu', 'truyền tiểu cầu']]]]","['Chế độ ăn kiêng thủy đậu', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]]",Tránh thực phẩm cay và axit,Sử dụng neem trong tắm,tiêu thụ lá neem,Lấy vắc -xin,Tránh những nơi công cộng,"Tê liệt (xuất huyết não), nôn mửa, đau đầu, yếu_of_one_body_side","Bệnh: Bà pox, triệu chứng: tê liệt (xuất huyết não), nôn mửa, đau đầu, yếu_of_one_body_side, thuốc: ['thuốc chống vi -rút', 'thuốc giảm đau', 'IV chất lỏng', 'truyền máu', ' ['Chế độ ăn kiêng thủy đậu', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]]"
Thủy đậu,Bệnh thủy đậu là một bệnh nhiễm virus rất dễ lây lan gây ra phát ban ngứa.,"['Thuốc kháng vi -rút', 'thuốc giảm đau', 'Chất lỏng IV', 'truyền máu', 'truyền tiểu cầu']]]]","['Chế độ ăn kiêng thủy đậu', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]]",Tham khảo ý kiến ​​chuyên gia chăm sóc sức khỏe,Sử dụng neem trong tắm,tiêu thụ lá neem,Lấy vắc -xin,Tránh những nơi công cộng,"Tê liệt (xuất huyết não), nôn mửa, đau đầu, yếu_of_one_body_side, thay đổi_sensorium","Bệnh: Bệnh thủy đậu, triệu chứng: tê liệt (xuất huyết não), nôn mửa, đau đầu, yếu_of_one_body_side, thay đổi_sensorium, thuốc: ['thuốc chống vi -rút', 'thuốc giảm đau', 'IV fluids' Chế độ ăn kiêng: ['Chế độ ăn kiêng thủy đậu', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]"
Thủy đậu,Bệnh thủy đậu là một bệnh nhiễm virus rất dễ lây lan gây ra phát ban ngứa.,"['Thuốc kháng vi -rút', 'thuốc giảm đau', 'Chất lỏng IV', 'truyền máu', 'truyền tiểu cầu']]]]","['Chế độ ăn kiêng thủy đậu', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]]",Thực hành vệ sinh tốt,Sử dụng neem trong tắm,tiêu thụ lá neem,Lấy vắc -xin,Tránh những nơi công cộng,"Tê liệt (xuất huyết não), đau đầu, yếu_of_one_body_side, thay đổi_sensorium","Bệnh: Bệnh thủy đậu, triệu chứng: tê liệt (xuất huyết não), đau đầu, yếu_of_one_body_side, thay đổi_sensorium, thuốc: ['thuốc kháng vi -rút', 'thuốc giảm đau', 'IV chất lỏng', 'truyền máu', ' ['Chế độ ăn kiêng thủy đậu', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]]"
Thủy đậu,Bệnh thủy đậu là một bệnh nhiễm virus rất dễ lây lan gây ra phát ban ngứa.,"['Thuốc kháng vi -rút', 'thuốc giảm đau', 'Chất lỏng IV', 'truyền máu', 'truyền tiểu cầu']]]]","['Chế độ ăn kiêng thủy đậu', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]]",Nghỉ ngơi và bảo tồn năng lượng,Sử dụng neem trong tắm,tiêu thụ lá neem,Lấy vắc -xin,Tránh những nơi công cộng,"Tê liệt (xuất huyết não), nôn mửa, yếu_of_one_body_side, thay đổi_sensorium","Bệnh: Bệnh thủy đậu, triệu chứng: tê liệt (xuất huyết não), nôn mửa, yếu_of_one_body_side, thay đổi_sensorium, thuốc: ['thuốc chống vi -rút', 'thuốc giảm đau', 'IV dịch', ' ['Chế độ ăn kiêng thủy đậu', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]]"
Thủy đậu,Bệnh thủy đậu là một bệnh nhiễm virus rất dễ lây lan gây ra phát ban ngứa.,"['Thuốc kháng vi -rút', 'thuốc giảm đau', 'Chất lỏng IV', 'truyền máu', 'truyền tiểu cầu']]]]","['Chế độ ăn kiêng thủy đậu', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]]",Dần dần tiếp tục chế độ ăn uống bình thường,Sử dụng neem trong tắm,tiêu thụ lá neem,Lấy vắc -xin,Tránh những nơi công cộng,"Tê liệt (xuất huyết não), nôn mửa, đau đầu, thay đổi_sensorium","Bệnh: Bệnh thủy đậu, triệu chứng: tê liệt (xuất huyết não), nôn mửa, đau đầu, thay đổi_sensorium, thuốc: ['Thuốc chống vi -rút', 'thuốc giảm đau', 'IV Fluids', 'truyền máu', 'Truyền tiểu cầu'] ['Chế độ ăn kiêng thủy đậu', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]]"
Sốt xuất huyết,Bệnh sốt xuất huyết là nhiễm virus do muỗi truyền gây ra các triệu chứng giống như cúm.,"['Kháng sinh', 'Antipyretic', 'Thuốc giảm đau', 'Chất lỏng IV', 'Corticosteroids']]]]",.,Giữ nước,Uống nước trái cây đu đủ,Tránh thức ăn cay béo,Giữ muỗi đi,Giữ nước,"Vàng da, ngứa, nôn, mệt mỏi, tạ_loss","Bệnh: sốt xuất huyết, triệu chứng: vàng da, ngứa, nôn, mệt mỏi, tạ_loss, thuốc: ['Kháng sinh', 'thuốc chống đối', 'thuốc giảm đau', 'IV fluids', 'corticosteroid'] Hydrat hóa ',' Chế độ ăn nhiều calo ',' thực phẩm mềm và nhạt nhẽo ',' thực phẩm giàu protein ']]]]]"
Sốt xuất huyết,Bệnh sốt xuất huyết là nhiễm virus do muỗi truyền gây ra các triệu chứng giống như cúm.,"['Kháng sinh', 'Antipyretic', 'Thuốc giảm đau', 'Chất lỏng IV', 'Corticosteroids']]]]",.,Bao gồm thực phẩm giàu chất dinh dưỡng,Uống nước trái cây đu đủ,Tránh thức ăn cay béo,Giữ muỗi đi,Giữ nước,"Vàng da, ngứa, nôn, mệt mỏi, tạ_loss","Bệnh: sốt xuất huyết, triệu chứng: vàng da, ngứa, nôn, mệt mỏi, tạ_loss, thuốc: ['Kháng sinh', 'thuốc chống đối', 'thuốc giảm đau', 'IV fluids', 'corticosteroid'] Hydrat hóa ',' Chế độ ăn nhiều calo ',' thực phẩm mềm và nhạt nhẽo ',' thực phẩm giàu protein ']]]]]"
